innovation,eml,scope,disease,eml_date,nra,nra_date,gra,gra_date,gra_body,dose,form,alternative_names,category,technology,target_population,indication,archetype,phase_1_status,phase_1_date,phase_2_status,phase_2_date,phase_3_status,phase_3_date,phase_4_status,phase_4_date,trial_status,trial_status_notes,date_trial_status,manufacturer,dalys,disease_prevalence,improvement,dalys_averted,deaths_averted,yll,hs_costs,dalys_monetized,prob_success,procurement,reg_approval,policy_readiness,social_context,guidelines,policy_implemented,date_market,country_supply,distribution,delivery_model,efficacy,data_source,readiness,financing,impact_potential,introduction_readiness,date_proof_of_concept,date_first_regulatory,date_first_launch,proj_date_first_regulatory,proj_date_first_launch,proj_date_lmic_20_uptake
MeltPro MTB/STR Test Kit,NA,WHO,Tuberculosis,NA,NA,NA,Yes,8/25/21,CE_IVD,NA,NA,MeltPro STR,Diagnostic,PCR + melting curve analysis,adult TB,Detection of active mycobacterium tuberculosis and streptomycin resistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,8/25/21,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/25/21,8/25/21,8/25/21,8/25/21,8/25/21,8/25/26
MeltPro Mycobacteria Identification Kit,NA,Kenya,Tuberculosis,NA,No,NA,Yes,8/25/21,CE_IVD,NA,NA,MeltPro Mycobacteria ID,Diagnostic,PCR & melt curve differentiation of Mycobacteria species,adult TB,Detection of 19 mycobacterial species,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,8/25/21,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/25/21,8/25/21,8/25/21,8/25/21,8/25/21,8/25/26
MeltPro Mycobacteria Identification Kit,NA,Senegal,Tuberculosis,NA,No,NA,Yes,8/25/21,CE_IVD,NA,NA,MeltPro Mycobacteria ID,Diagnostic,PCR & melt curve differentiation of Mycobacteria species,adult TB,Detection of 19 mycobacterial species,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,8/25/21,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/25/21,8/25/21,8/25/21,8/25/21,8/25/21,8/25/26
MeltPro Mycobacteria Identification Kit,NA,South Africa,Tuberculosis,NA,NA,NA,Yes,8/25/21,CE_IVD,NA,NA,MeltPro Mycobacteria ID,Diagnostic,PCR & melt curve differentiation of Mycobacteria species,adult TB,Detection of 19 mycobacterial species,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,8/25/21,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/25/21,8/25/21,8/25/21,8/25/21,8/25/21,8/25/26
MeltPro Mycobacteria Identification Kit,NA,WHO,Tuberculosis,NA,NA,NA,Yes,8/25/21,CE_IVD,NA,NA,MeltPro Mycobacteria ID,Diagnostic,PCR & melt curve differentiation of Mycobacteria species,adult TB,Detection of 19 mycobacterial species,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,8/25/21,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/25/21,8/25/21,8/25/21,8/25/21,8/25/21,8/25/26
MeltPro TB Assay,NA,Kenya,Tuberculosis,NA,No,NA,Yes,NA,CE_IVD,NA,NA,MeltPro TB,Diagnostic,Overarching PCR + multicolor melting curve analysis,adult TB,Mycobacterium Tuberculosis;Mycobacterium Tuberculosis Complex Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MeltPro TB Assay,NA,Senegal,Tuberculosis,NA,No,NA,Yes,NA,CE_IVD,NA,NA,MeltPro TB,Diagnostic,Overarching PCR + multicolor melting curve analysis,adult TB,Mycobacterium Tuberculosis;Mycobacterium Tuberculosis Complex Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MeltPro TB Assay,NA,South Africa,Tuberculosis,NA,NA,NA,Yes,NA,CE_IVD,NA,NA,MeltPro TB,Diagnostic,Overarching PCR + multicolor melting curve analysis,adult TB,Mycobacterium Tuberculosis;Mycobacterium Tuberculosis Complex Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MeltPro TB Assay,NA,WHO,Tuberculosis,NA,NA,NA,Yes,NA,CE_IVD,NA,NA,MeltPro TB,Diagnostic,Overarching PCR + multicolor melting curve analysis,adult TB,Mycobacterium Tuberculosis;Mycobacterium Tuberculosis Complex Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MeriSCREEN HIV 1-2 WB,NA,Kenya,HIV,NA,No,NA,Yes,9/24/20,WHO_PQ,NA,NA,MERISCREEN HIV 1-2 Western Blot rapid test kit,Diagnostic,in-vitro diagnostic immunochromatography assay,all ages HIV,"Detection of antibodies  to   HIV-1 and  HIV-2  in  capillary  whole blood, venous whole blood,  serum  or  plasma all of human origin",NA,NA,NA,NA,NA,NA,NA,Completed,9/24/20,Phase 4,NA,9/24/20,Meril Diagnostics Pvt Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/24/20,9/24/20,9/24/20,9/24/20,9/24/20,9/24/25
MeriSCREEN HIV 1-2 WB,NA,Senegal,HIV,NA,No,NA,Yes,9/24/20,WHO_PQ,NA,NA,MERISCREEN HIV 1-2 Western Blot rapid test kit,Diagnostic,in-vitro diagnostic immunochromatography assay,all ages HIV,"Detection of antibodies  to   HIV-1 and  HIV-2  in  capillary  whole blood, venous whole blood,  serum  or  plasma all of human origin",NA,NA,NA,NA,NA,NA,NA,Completed,9/24/20,Phase 4,NA,9/24/20,Meril Diagnostics Pvt Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/24/20,9/24/20,9/24/20,9/24/20,9/24/20,9/24/25
MeriSCREEN HIV 1-2 WB,NA,South Africa,HIV,NA,NA,NA,Yes,9/24/20,WHO_PQ,NA,NA,MERISCREEN HIV 1-2 Western Blot rapid test kit,Diagnostic,in-vitro diagnostic immunochromatography assay,all ages HIV,"Detection of antibodies  to   HIV-1 and  HIV-2  in  capillary  whole blood, venous whole blood,  serum  or  plasma all of human origin",NA,NA,NA,NA,NA,NA,NA,Completed,9/24/20,Phase 4,NA,9/24/20,Meril Diagnostics Pvt Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/24/20,9/24/20,9/24/20,9/24/20,9/24/20,9/24/25
MeriSCREEN HIV 1-2 WB,NA,WHO,HIV,NA,NA,NA,Yes,9/24/20,WHO_PQ,NA,NA,MERISCREEN HIV 1-2 Western Blot rapid test kit,Diagnostic,in-vitro diagnostic immunochromatography assay,all ages HIV,"Detection of antibodies  to   HIV-1 and  HIV-2  in  capillary  whole blood, venous whole blood,  serum  or  plasma all of human origin",NA,NA,NA,NA,NA,NA,NA,Completed,9/24/20,Phase 4,NA,9/24/20,Meril Diagnostics Pvt Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/24/20,9/24/20,9/24/20,9/24/20,9/24/20,9/24/25
Mosquirix,NA,Kenya,Malaria,NA,No,NA,Yes,9/6/22,WHO_PQ,NA,NA,"RTS,S/AS01",Vaccine,Recombinant protein vaccine ,Children and infants,Prevention of Plasmodium falciparum malaria. ,NA,NA,NA,NA,NA,NA,NA,Completed,9/6/22,Phase 4,NA,9/6/22,GSK,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,9/6/22,9/6/22,9/6/22,9/6/22,9/6/22,9/6/27
Mosquirix,NA,Senegal,Malaria,NA,No,NA,Yes,9/6/22,WHO_PQ,NA,NA,"RTS,S/AS01",Vaccine,Recombinant protein vaccine ,Children and infants,Prevention of Plasmodium falciparum malaria. ,NA,NA,NA,NA,NA,NA,NA,Completed,9/6/22,Phase 4,NA,9/6/22,GSK,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,9/6/22,9/6/22,9/6/22,9/6/22,9/6/22,9/6/27
Mosquirix,NA,South Africa,Malaria,NA,NA,NA,Yes,9/6/22,WHO_PQ,NA,NA,"RTS,S/AS01",Vaccine,Recombinant protein vaccine ,Children and infants,Prevention of Plasmodium falciparum malaria. ,NA,NA,NA,NA,NA,NA,NA,Completed,9/6/22,Phase 4,NA,9/6/22,GSK,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,9/6/22,9/6/22,9/6/22,9/6/22,9/6/22,9/6/27
Mosquirix,NA,WHO,Malaria,NA,NA,NA,Yes,9/6/22,WHO_PQ,NA,NA,"RTS,S/AS01",Vaccine,Recombinant protein vaccine ,Children and infants,Prevention of Plasmodium falciparum malaria. ,NA,NA,NA,NA,NA,NA,NA,Completed,9/6/22,Phase 4,NA,9/6/22,GSK,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,9/6/22,9/6/22,9/6/22,9/6/22,9/6/22,9/6/27
Mosquiron 100EC,NA,Kenya,Malaria,NA,No,NA,Yes,2/19/18,WHO_PQ,NA,NA,NA,Vector-Controlled Products,Larvicide,all ages malaria,Prevention of Malaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,2/19/18,Adama Agricultural Solutions Ltd,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,2/19/18,2/19/18,2/19/18,2/19/18,2/19/18,2/19/23
Mosquiron 100EC,NA,Senegal,Malaria,NA,No,NA,Yes,2/19/18,WHO_PQ,NA,NA,NA,Vector-Controlled Products,Larvicide,all ages malaria,Prevention of Malaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,2/19/18,Adama Agricultural Solutions Ltd,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,2/19/18,2/19/18,2/19/18,2/19/18,2/19/18,2/19/23
Mosquiron 100EC,NA,South Africa,Malaria,NA,NA,NA,Yes,2/19/18,WHO_PQ,NA,NA,NA,Vector-Controlled Products,Larvicide,all ages malaria,Prevention of Malaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,2/19/18,Adama Agricultural Solutions Ltd,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,2/19/18,2/19/18,2/19/18,2/19/18,2/19/18,2/19/23
Mosquiron 100EC,NA,WHO,Malaria,NA,NA,NA,Yes,2/19/18,WHO_PQ,NA,NA,NA,Vector-Controlled Products,Larvicide,all ages malaria,Prevention of Malaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,2/19/18,Adama Agricultural Solutions Ltd,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,2/19/18,2/19/18,2/19/18,2/19/18,2/19/18,2/19/23
Mtb-specific antigen rCFP-10,NA,Kenya,Tuberculosis,NA,No,NA,Yes,7/23/25,WHO_PQ,NA,NA,NA,Diagnostic,Recombinant DNA test,all age TB,Detection of active Mycobacterium Tuberculosis,NA,NA,NA,NA,NA,NA,NA,Completed,7/23/25,Phase 4,NA,7/23/25,Serum Institute of India Pvt. Ltd,6000000,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,7/23/25,7/23/25,7/23/25,7/23/25,7/23/25,7/23/30
Mtb-specific antigen rCFP-10/Mtb-specific antigen rdESAT-6 Solution for injection 0.5 mcg per mL/0.5 mcg per mL,NA,Senegal,Tuberculosis,NA,No,NA,Yes,7/23/25,WHO_PQ,NA,NA,NA,Diagnostic,Recombinant DNA test,all age TB,Detection of active Mycobacterium Tuberculosis,NA,NA,NA,NA,NA,NA,NA,Completed,7/23/25,Phase 4,NA,7/23/25,Serum Institute of India Pvt. Ltd,6000000,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,7/23/25,7/23/25,7/23/25,7/23/25,7/23/25,7/23/30
Mtb-specific antigen rCFP-10/Mtb-specific antigen rdESAT-6 Solution for injection 0.5 mcg per mL/0.5 mcg per mL,NA,South Africa,Tuberculosis,NA,NA,NA,Yes,7/23/25,WHO_PQ,NA,NA,NA,Diagnostic,Recombinant DNA test,all age TB,Detection of active Mycobacterium Tuberculosis,NA,NA,NA,NA,NA,NA,NA,Completed,7/23/25,Phase 4,NA,7/23/25,Serum Institute of India Pvt. Ltd,6000000,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,7/23/25,7/23/25,7/23/25,7/23/25,7/23/25,7/23/30
Mtb-specific antigen rCFP-10/Mtb-specific antigen rdESAT-6 Solution for injection 0.5 mcg per mL/0.5 mcg per mL,NA,WHO,Tuberculosis,NA,NA,NA,Yes,7/23/25,WHO_PQ,NA,NA,NA,Diagnostic,Recombinant DNA test,all age TB,Detection of active Mycobacterium Tuberculosis,NA,NA,NA,NA,NA,NA,NA,Completed,7/23/25,Phase 4,NA,7/23/25,Serum Institute of India Pvt. Ltd,6000000,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,7/23/25,7/23/25,7/23/25,7/23/25,7/23/25,7/23/30
MultNAT MTB/RIF,NA,Kenya,Tuberculosis,NA,No,NA,Yes,9/6/25,NA,NA,NA,USTAR MultNAT MTB/RIF,Diagnostic,Multiplex NAAT (PCR-based),all ages HIV,Detection of active Mycobacterium Tuberculosis & rifampicin resistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,9/6/25,Ustar Biotechnologies (Hangzhou) Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/6/25,9/6/25,9/6/25,9/6/25,9/6/25,9/6/30
MultNAT MTB/RIF,NA,Senegal,Tuberculosis,NA,No,NA,Yes,9/6/25,NA,NA,NA,USTAR MultNAT MTB/RIF,Diagnostic,Multiplex NAAT (PCR-based),all ages HIV,Detection of active Mycobacterium Tuberculosis & rifampicin resistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,9/6/25,Ustar Biotechnologies (Hangzhou) Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/6/25,9/6/25,9/6/25,9/6/25,9/6/25,9/6/30
MultNAT MTB/RIF,NA,South Africa,Tuberculosis,NA,NA,NA,Yes,9/6/25,NA,NA,NA,USTAR MultNAT MTB/RIF,Diagnostic,Multiplex NAAT (PCR-based),all ages HIV,Detection of active Mycobacterium Tuberculosis & rifampicin resistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,9/6/25,Ustar Biotechnologies (Hangzhou) Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/6/25,9/6/25,9/6/25,9/6/25,9/6/25,9/6/30
MultNAT MTB/RIF,NA,WHO,Tuberculosis,NA,NA,NA,Yes,9/6/25,NA,NA,NA,USTAR MultNAT MTB/RIF,Diagnostic,Multiplex NAAT (PCR-based),all ages HIV,Detection of active Mycobacterium Tuberculosis & rifampicin resistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,9/6/25,Ustar Biotechnologies (Hangzhou) Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/6/25,9/6/25,9/6/25,9/6/25,9/6/25,9/6/30
Multiplo Rapid HBc/HIV/HCV Antibody Test,NA,Kenya,HIV,NA,No,NA,Yes,2/21/18,WHO_PQ,NA,NA,Multiplo HBc/HIV/HCV RDT,Diagnostic,Rapid Vertical Flow Immunoassay,all ages HIV,"Detect ion of  HIV-1 and HIV-2, hepatitis B virus core antigen (HBc), and hepatitis C virus (HCV)",New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corteva Agriscience (formely Dow AgroSciences LLC),55000000,250000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,2/21/18,2/21/18,2/21/18,2/21/18,2/21/23
Multiplo Rapid HBc/HIV/HCV Antibody Test,NA,Senegal,HIV,NA,No,NA,Yes,2/21/18,WHO_PQ,NA,NA,Multiplo HBc/HIV/HCV RDT,Diagnostic,Rapid Vertical Flow Immunoassay,all ages HIV,"Detect ion of  HIV-1 and HIV-2, hepatitis B virus core antigen (HBc), and hepatitis C virus (HCV)",New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corteva Agriscience (formely Dow AgroSciences LLC),55000000,250000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,2/21/18,2/21/18,2/21/18,2/21/18,2/21/23
Multiplo Rapid HBc/HIV/HCV Antibody Test,NA,South Africa,HIV,NA,NA,NA,Yes,2/21/18,WHO_PQ,NA,NA,Multiplo HBc/HIV/HCV RDT,Diagnostic,Rapid Vertical Flow Immunoassay,all ages HIV,"Detect ion of  HIV-1 and HIV-2, hepatitis B virus core antigen (HBc), and hepatitis C virus (HCV)",New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corteva Agriscience (formely Dow AgroSciences LLC),55000000,250000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,2/21/18,2/21/18,2/21/18,2/21/18,2/21/23
Multiplo Rapid HBc/HIV/HCV Antibody Test,NA,WHO,HIV,NA,NA,NA,Yes,2/21/18,WHO_PQ,NA,NA,Multiplo HBc/HIV/HCV RDT,Diagnostic,Rapid Vertical Flow Immunoassay,all ages HIV,"Detect ion of  HIV-1 and HIV-2, hepatitis B virus core antigen (HBc), and hepatitis C virus (HCV)",New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corteva Agriscience (formely Dow AgroSciences LLC),55000000,250000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,2/21/18,2/21/18,2/21/18,2/21/18,2/21/23
Multispot HIV-1/HIV-2 Rapid Test,NA,Kenya,HIV,NA,No,NA,Yes,11/12/04,US_FDA,NA,NA,NA,Diagnostic,Rapid Enzyme Immunoassay,all ages HIV,Detection of HIV-1 &  HIV-2 antibodies,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,11/12/04,Bio-Rad Laboratories,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/12/04,11/12/04,11/12/04,11/12/04,11/12/04,11/12/09
Multispot HIV-1/HIV-2 Rapid Test,NA,Senegal,HIV,NA,No,NA,Yes,11/12/04,US_FDA,NA,NA,NA,Diagnostic,Rapid Enzyme Immunoassay,all ages HIV,Detection of HIV-1 &  HIV-2 antibodies,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,11/12/04,Bio-Rad Laboratories,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/12/04,11/12/04,11/12/04,11/12/04,11/12/04,11/12/09
Multispot HIV-1/HIV-2 Rapid Test,NA,South Africa,HIV,NA,NA,NA,Yes,11/12/04,US_FDA,NA,NA,NA,Diagnostic,Rapid Enzyme Immunoassay,all ages HIV,Detection of HIV-1 &  HIV-2 antibodies,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,11/12/04,Bio-Rad Laboratories,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/12/04,11/12/04,11/12/04,11/12/04,11/12/04,11/12/09
Multispot HIV-1/HIV-2 Rapid Test,NA,WHO,HIV,NA,NA,NA,Yes,11/12/04,US_FDA,NA,NA,NA,Diagnostic,Rapid Enzyme Immunoassay,all ages HIV,Detection of HIV-1 &  HIV-2 antibodies,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,11/12/04,Bio-Rad Laboratories,33000000,40800000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/12/04,11/12/04,11/12/04,11/12/04,11/12/04,11/12/09
Murex HIV Ag/Ab Combination,NA,Kenya,HIV,NA,No,NA,Yes,3/30/15,WHO_PQ,NA,NA,NA,Diagnostic,Enzyme immunoassay (EIA),all ages HIV,Screening  of HIV-1/2 Ab + p24 Antigenes,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,Completed,3/30/15,Phase 4,NA,3/30/15,Diasorin italia S.p.A UK,28000000,9000000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/30/15,3/30/15,3/30/15,3/30/15,3/30/15,3/29/20
Murex HIV Ag/Ab Combination,NA,Senegal,HIV,NA,No,NA,Yes,3/30/15,WHO_PQ,NA,NA,NA,Diagnostic,Enzyme immunoassay (EIA),all ages HIV,Screening  of HIV-1/2 Ab + p24 Antigenes,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,Completed,3/30/15,Phase 4,NA,3/30/15,Diasorin italia S.p.A UK,28000000,9000000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/30/15,3/30/15,3/30/15,3/30/15,3/30/15,3/29/20
Murex HIV Ag/Ab Combination,NA,South Africa,HIV,NA,NA,NA,Yes,3/30/15,WHO_PQ,NA,NA,NA,Diagnostic,Enzyme immunoassay (EIA),all ages HIV,Screening  of HIV-1/2 Ab + p24 Antigenes,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,Completed,3/30/15,Phase 4,NA,3/30/15,Diasorin italia S.p.A UK,28000000,9000000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/30/15,3/30/15,3/30/15,3/30/15,3/30/15,3/29/20
Murex HIV Ag/Ab Combination,NA,WHO,HIV,NA,NA,NA,Yes,3/30/15,WHO_PQ,NA,NA,NA,Diagnostic,Enzyme immunoassay (EIA),all ages HIV,Screening  of HIV-1/2 Ab + p24 Antigenes,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,Completed,3/30/15,Phase 4,NA,3/30/15,Diasorin italia S.p.A UK,28000000,9000000,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/30/15,3/30/15,3/30/15,3/30/15,3/30/15,3/29/20
Mycobacterium Tuberculosis and Rifampicin Resistance Nucleic Acid Diagnostic Kit (PCR-Fluorescence Probing),NA,Kenya,Tuberculosis,NA,No,NA,Yes,NA,CE_IVD,NA,NA,NA,Diagnostic,Real-time PCR (fluorescent nucleic acid amplification),all age TB,Detection of active Mycobacterium Tuberculosis & rifampicin resistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiamen Zeesan Biotech Co., ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
