innovation,alternative_names,category,technology,disease,target_population,indication,archetype,trial_status,Other_trial_status,date_trial_status,Other_trial_dates,nra_Kenya,nra_Senegal,nra_South_Africa,eml_Kenya,eml_Senegal,eml_South_Africa,nra_other_status,nra_other_date,nra_other_body,nra_note,gra,gra_date,gra_body,gra_note,eml_date,eml_country,eml_note,manufacturer,dalys,disease_prevalence,other_targeted_population,improvement,dalys_averted,deaths_averted,yll,hs_costs,dalys_monetized,prob_success,procurement,reg_approval,policy_readiness,social_context,guidelines,policy_implemented,date_market,country_supply,distribution,delivery_model,efficacy,expected_date_of_regulatory_approval,expected_date_of_first_launch,expected_date_of_market,...55,data_source,time_to_regulatory_approval,time_approval_to_first_launch,time_launch_to_20lmic,country,nra,eml,readiness,financing,impact_potential,introduction_readiness
Second-line line probe assays (LPAs)| GenoType®v2,NA,Diagnostic,NA,Tuberculosis,drug resistant TB,Follow on diagnostic tests for detection of additional drug-resistance - fluoroquinolones and second-line injectable drugs,Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease
https://mikrogen.de",NA,NA,NA,Senegal,No,No,NA,NA,65.68818802712485,87.473562406376
SENTRIN 20EW,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation against, Very low certainty evidence: WHO suggests not using space spraying for the prevention and control of malaria in children and adults in areas with ongoing malaria transmission; IRS or ITNs should be prioritized instead.",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-02-28,WHO_PQ,NA,NA,NA,NA,Tagros Chemicals India Ltd,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-28,2018-06-25,2023-06-25,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Kenya,No,No,NA,NA,38.16909040673636,88.73536134138703
sFlt-1/PlGF ratio based testing,sFlt-1/PlGF ratio based testing - IUGR,Diagnostic,NA,MNCH,pregnancy,Intrauterine growth restriction (IUGR),Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://sansureglobal.com,NA,NA,NA,South Africa,No,No,NA,NA,60.309297376079485,48.32623132504523
sFlt-1/PlGF ratio based testing,sFlt-1/PlGF ratio based testing - PE,Diagnostic,NA,MNCH,pregnancy,Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,51.592123029986396,29.917079676873982
sFlt-1/PlGF ratio based testing,sFlt-1/PlGF ratio-based testing - PTL,Diagnostic,NA,MNCH,pregnancy,Preterm labour/birth (PTL/PTB),Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.autobio.com.cn,NA,NA,NA,Kenya,No,No,NA,NA,89.2402392020449,18.10964564885944
SIILTIBCY,NA,Therapeutic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,WHO recommended,NA,NA,NA,NA,Serum Institute of India,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,65.72063321946189,84.46712310984731
Sildenafil citrate,Sildenafil citrate - IUGR,Therapeutic,NA,MNCH,pregnancy,Intrauterine growth restriction (IUGR),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://genes2me.com,NA,NA,NA,Senegal,No,No,NA,NA,24.21808185405098,64.62205797620118
Sildenafil citrate,Sildenafil citrate - PTL/PTB,Therapeutic,NA,MNCH,pregnancy,Preterm labour/birth (PTL/PTB),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://shengtingmed.com/,NA,NA,NA,Kenya,No,No,NA,NA,71.70741833862849,38.52898452896625
"Smart Sure MDR TB Detection Kit, for RIF+INH resistance",NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,India CDSCO,NA,NA,NA,NA,Genetix Biotech Asia Pvt Ltd,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,92.87673206301406,22.716527853161097
Smartchek MDR TB (Multidrug-resistant tuberculosis) Detection Kit,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD,NA,NA,NA,NA,"Genesystem Co., Ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,93.60593700082973,96.15802491828799
SMARTCHEK MTB (Mycobacterium tuberculosis) Detection Kit,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD,NA,NA,NA,NA,"Genesystem Co., Ltd.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,23.09294275357388,58.43555886205286
SPAQ-CO™ dispersible,NA,Diagnostic,NA,Malaria,pediatric malaria,Seasonal malaria chemoprevention (SMC) for children most at risk of severe malaria ( 3 to 59 months) in eligible regions (Sahel region in Sub-Saharan Africa),Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guilin Pharmaceutical; Medicines for Malaria Venture (MMV),35000000,40000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,54.35693338280544,76.92312044277787
Spinosad,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Low certainty evidence: WHO suggests the regular application of insecticides to water bodies (larviciding) for the prevention and control of malaria in children and adults as a supplementary intervention to ITNs or IRS in areas with ongoing malaria transmission where aquatic habitats are few, fixed and findable. ",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-02-28,NA,NA,NA,NA,NA,Clarke International,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-28,2018-06-25,2023-06-25,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Senegal,No,No,NA,NA,54.95593157829717,27.417326879687607
STANDARD E TB-Feron ELISA,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korea MFDS;CE-IVDD;WHO recommended,NA,NA,NA,NA,"SD Biosensor, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,83.17148363450542,52.16661530081183
Standard F TB LAM Ag FIA,NA,Diagnostic,NA,Tuberculosis,adult TB,Diagnosis of mycobacterium tuberculosis,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD Biosensor, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://molbiodiagnostics.com,NA,NA,NA,South Africa,No,No,NA,NA,35.24361080140807,68.69690408743918
STANDARD F TB-Feron FIA,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD,NA,NA,NA,NA,"SD Biosensor, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://molbiodiagnostics.com,NA,NA,NA,Senegal,No,No,NA,NA,63.544849229510874,40.90786154009402
STANDARD G6PD Test,NA,Diagnostic,NA,Malaria,adult malaria,"To determine G6PD activity (normal, intermediate, deficient) for a decision to administer oxidant drugs,( e.g. 8-aminoquinoline) for radical cure of P. vivax malaria.",Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PATH (including Meningitis Vaccine Project (MVP) and Malaria Vaccine Initiative (MVI)); SD Biosensor, Inc.; GlaxoSmithKline (GSK)",20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,17.87832241388969,53.945727999322116
STANDARD M10 MDR-TB,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD,NA,NA,NA,NA,"SD Biosensor, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,16.57769826008007,35.40634191595018
STANDARD M10 MTB/NTM,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD,NA,NA,NA,NA,"SD Biosensor, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://molbiodiagnostics.com,NA,NA,NA,Senegal,No,No,NA,NA,75.82266951794736,76.94809697195888
STANDARD M10 XDR-TB,NA,Diagnostic,NA,Tuberculosis,adult TB,Diagnosis of mycobacterium tuberculosis,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD Biosensor, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,81.48469677078538,59.019306218251586
STANDARD Q HIV 1/2 Ab 3-Line Test,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.msd.com/research/product-pipeline/
https://clinicaltrials.gov/study/NCT05631093#study-plan",NA,NA,NA,South Africa,No,No,NA,NA,79.70476309070364,84.06620964873582
STANDARD Q HIV/Syphilis Combo Test,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://clinicaltrials.gov/study/NCT04564547
https://www.msd.com/research/product-pipeline/",NA,NA,NA,Senegal,No,No,NA,NA,24.566958530340344,61.647070181556046
STANDARD Q Malaria P.f Ag Test,NA,Diagnostic,NA,Malaria,adult malaria,Indicated to diagnose P. falciparum infection,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2020-03-06,NA,NA,NA,NA,NA,"SD Biosensor, Inc.",20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-06,2020-07-01,2025-07-01,NA,"https://www.msd.com/research/product-pipeline/
https://clinicaltrials.gov/study/NCT06630286
https://clinicaltrials.gov/study/NCT06630299",2.62,0.32,5,Kenya,No,No,NA,NA,58.03717891685665,65.95476193912327
STANDARD Q Malaria P.f Pan Ag Test,NA,Diagnostic,NA,Malaria,adult malaria,"To diagnose one or more human malaria parasite species (P. falciparum, P. vivax, P. malariae, P. ovale)",Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2020-03-06,NA,NA,NA,NA,NA,"SD Biosensor, Inc.",20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-06,2020-07-01,2025-07-01,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,South Africa,No,No,NA,NA,34.32499806047417,20.291139971464872
STANDARD Q TB MPT64 Ag Test,NA,VCPs,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD,NA,NA,NA,NA,"SD Biosensor, Inc.",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,39.10124714486301,93.46118258405477
STANDARD™ E TB-Feron ELISA,NA,VCPs,NA,Tuberculosis,adult TB,To diagnose latent TB infection,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,49.10490252659656,44.82157142460346
"Sulfadoxine, pyrimethamine, artesunate and pyronaridine (SPAP)",NA,Therapeutic,NA,Malaria,all ages malaria,NA,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000000,250000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,South Africa,No,No,NA,NA,59.363113433355466,46.37883280124515
Sumilarv,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Low certainty evidence: WHO suggests the regular application of insecticides to water bodies (larviciding) for the prevention and control of malaria in children and adults as a supplementary intervention to ITNs or IRS in areas with ongoing malaria transmission where aquatic habitats are few, fixed and findable. ",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017-12-07,NA,NA,NA,NA,NA,Sumitomo Chemical Company,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-07,2018-04-03,2023-04-03,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,2.62,0.32,5,Senegal,No,No,NA,NA,96.9534255634062,37.64334968943149
SumiShield 50WG,NA,VCPs,NA,Malaria,all ages malaria,"Prevention and control of malaria in children and adults living in areas with ongoing malaria transmission.
WHO policy: strong recommendation, low certainty evidence",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017-10-25,NA,NA,NA,NA,NA,Sumitomo Chemical Company,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-25,2018-02-19,2023-02-19,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Kenya,No,No,NA,NA,96.20511095621623,93.14772562123835
Super booster for children with HIV/TB (Super-boosting’ ritonavir at 1:1 ratio with lopinavir to treat HIV; rifampicin to treat TB),NA,Therapeutic,NA,HIV; Tuberculosis,pediatric HIV,Pediatric HIV/TB co-infection,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1997-01-01,Canada,NA,NA,NA,NA,Drugs for Negected Diseases Initiative (DNDi),8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-01-01,1997-04-28,2002-04-28,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,South Africa,No,No,NA,NA,16.220451701665297,84.275680039078
Supyra,NA,Therapeutic,NA,Malaria,pediatric malaria,Seasonal Malaria Chemoprevention (SMC) for children most at risk of severe malaria in areas with seasonal malaria transmission (Sahel region),Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2021-04-01,WHO_PQ,Under review for WHO PQ,NA,NA,NA,NA,35000000,40000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-01,2021-07-27,2026-07-27,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Senegal,No,No,NA,NA,71.27745708101429,80.11195776984096
SURE CHECK HIV,SURE CHECK HIV 1/2 Assay,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/ipergay/
https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase",NA,NA,NA,Kenya,No,No,NA,NA,70.15848791925237,29.529942887835205
SURE CHECK HIV,SURE CHECK HIV SELF-TEST,Diagnostic,NA,HIV,adult HIV,Diagnosis of infection with HIV-1 and HIV-2,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,75.00105161918327,93.2041969532147
Sylando® 240SC,NA,VCPs,NA,Malaria,all ages malaria,Prevention and control of malaria in children and adults in areas with ongoing malaria transmission where the principal malaria vector(s) exhibit pyrethroid resistance.,New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2024-12-05,NA,NA,NA,NA,NA,Innovative Vector Control Consortium (IVCC); BASF SE; London School of Hygiene and Tropical Medicine (LSHTM) (including MEIRU),55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-05,2025-04-01,2030-04-01,NA,NA,2.62,0.32,5,Senegal,No,No,NA,NA,52.76866472326219,86.12020361516625
T-SPOT.TB,T-SPOT.TB,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD;US FDA 510k;WHO recommended,NA,NA,NA,NA,"Revvity, Inc",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,75.08499574498273,79.15297808963805
T-SPOT.TB,T-SPOT®.TB 8 with T-cell Select,Diagnostic,NA,Tuberculosis,adult TB,Detection of latent Mycobacterium Tuberculosis,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,36.363605551887304,96.33148191682994
T-SPOT.TB,T-SPOT®.TB 8 with T-cell Xtend,Diagnostic,NA,Tuberculosis,adult TB,Detection of latent Mycobacterium Tuberculosis,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,99.46306672412902,35.603201570920646
T-Track TB part 1 - T-Track TB,T-Track TB part 1 - T-Track TB Stimulation,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,18.908890546299517,63.49675405677408
T-Track TB part 2 - T-Track TB,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD,NA,NA,NA,NA,Mikrogen GmbH,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,34.24651345005259,66.14997572917491
TAF,TAF/3TC/DTG (25/300/50 mg),Therapeutic,NA,HIV,all ages HIV,NA,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,FDA_US,NA,NA,NA,NA,"Laurus labs, Cipla, Viatris, Lupin,",33000000,40800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,79.04433179064654,77.32357087358832
TAF,TAF/FTC (25/200 mg),Therapeutic,NA,HIV,all ages HIV,NA,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,FDA_US,NA,NA,NA,NA,"Macleods, Laurus Labs, Aurobindo, Lupin",33000000,40800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,44.631189942592755,47.209178967401385
TAF,TAF/FTC/DTG (25/200/50 mg),Therapeutic,NA,HIV,all ages HIV,NA,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,FDA_US,NA,NA,NA,NA,"Cipla, Hetero, Lupin, Laurus Labs, Viatris, Aurobindo",33000000,40800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,96.11604545731097,74.84171701874584
